Test_ID,Predicted_Reference_Parameter,Validity_Label,Interval_95_Lower,Interval_95_Upper,Interval_Width,Interval_Margin,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Anomaly_Score,Reason,Fault_Detected,Fault_Type,Fault_Sensor,Fault_Severity,Fault_Reason,Fault_Confidence,Mahalanobis_Distance,Cross_Sensor_Inconsistent,Contributing_Sensors,Multivariate_Anomaly_Score,S1_Residual,S2_Residual,S3_Residual,SHAP_Increased_Hotspot,SHAP_Decreased_Hotspot
TST-0058,49.9283,Valid,48.4911,51.3655,2.8744,1.4372,26.8221,108.6329,29.5593,9.6866,18.6514,19.0786,22.8361,65.7333,0.7325,Normal Operating Condition,True,Genuine High-Temperature Operation,None (Equipment Alert),Warning,Sensors remain within physical residual bounds (|e| <= 1.25 deg C) and are jointly consistent; elevated temperature is consistent with high load rather than a sensor fault.,Physical Equilibrium Confirmed (MD=2.56),2.563,False,None,2.563,-0.572,-0.697,-0.733,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Test_Duration_min; Ambient_Temperature_C
TST-0065,26.1731,Valid,24.7359,27.6103,2.8744,1.4372,23.5673,72.3942,31.5969,25.4824,15.4845,15.3799,19.3925,38.5675,0.2776,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.72,False,None,0.72,-0.18,-0.19,-0.278,Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean; Sensor_S1,Load_Current_A; Ambient_Plus_Terminal; Ambient_Temperature_C
TST-0086,19.4902,Valid,18.053,20.9274,2.8744,1.4372,27.5244,37.3839,21.858,34.1549,15.666,13.7876,20.4898,67.2028,0.1687,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.738,False,None,0.738,0.032,-0.169,-0.012,Sensor_S2; Terminal_TempRise_Mean; Test_Duration_min; Sensor_S1,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0342,20.4011,Valid,18.9639,21.8383,2.8744,1.4372,30.1057,17.0147,41.7014,13.0895,15.6243,13.3963,21.1337,50.1286,0.2826,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.576,False,None,1.576,-0.127,0.283,-0.033,Ambient_Plus_Terminal; Sensor_S2; Terminal_TempRise_Mean; Sensor_S3,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0335,17.8321,Valid,16.3949,19.2693,2.8744,1.4372,23.9077,19.077,33.4563,19.4671,12.7243,10.8761,17.1246,64.7766,0.2756,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.224,False,None,1.224,-0.166,-0.276,-0.131,Sensor_S3; Sensor_S4,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0180,18.2355,Invalid,16.7983,19.6727,2.8744,1.4372,13.6643,56.6112,37.4533,52.808,10.3556,11.0984,4.282,52.6111,8.1957,Sensor_S3 physical deviation (8.20 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S3,Critical,Sensor_S3 registered negative drop of 8.20 deg C below expectation (potential loose thermocouple),"100.0% (Z=20.48, residual=8.20 C)",55.388,True,Sensor_S3,55.388,0.314,0.286,-8.196,Test_Duration_min; Temp_Gradient_S2_S1; Applied_Voltage_kV; Sensor_S4,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0294,24.5568,Invalid,23.1196,25.994,2.8744,1.4372,22.1776,67.699,30.8956,17.2441,6.022,14.3866,18.1022,50.4658,8.7167,Sensor_S1 physical deviation (8.72 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S1,Critical,Sensor_S1 registered negative drop of 8.72 deg C below expectation (potential loose thermocouple),"100.0% (Z=33.29, residual=8.72 C)",77.204,True,Sensor_S1,77.204,-8.717,-0.305,-0.436,Temp_Gradient_S2_S1; Power_Proxy_kVA; Sensor_S2; Temp_Gradient_S3_S1,Load_Current_A; Ambient_Plus_Terminal; Terminal_TempRise_Mean
TST-0072,20.867,Valid,19.4298,22.3042,2.8744,1.4372,29.8568,24.5083,39.2958,17.7246,15.9955,13.8524,21.4014,39.5191,0.1871,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.929,False,None,0.929,-0.049,0.187,0.025,Sensor_S2; Ambient_Plus_Terminal; Terminal_TempRise_Mean; Sensor_S3,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0315,48.6774,Invalid,47.2402,50.1146,2.8744,1.4372,25.454,100.7206,45.1946,35.1069,18.105,18.9018,22.284,52.5979,5.0,Identical duplicate operational setpoint with conflicting record,True,Duplicate Setpoint Conflict,Multiple,Critical,Test bench data acquisition logged duplicate operational setpoints with conflicting records,100.0% (Deterministic Rule),1.166,False,None,1.166,-0.026,0.271,-0.008,Load_Current_A; Ambient_Plus_Terminal; Sensor_S2; Power_Proxy_kVA,Temp_Gradient_S3_S1
TST-0182,45.6216,Valid,44.1844,47.0588,2.8744,1.4372,26.5278,105.2971,22.1902,38.4913,18.7879,19.0001,23.1289,41.877,0.39,Normal Operating Condition,True,Genuine High-Temperature Operation,None (Equipment Alert),Warning,Sensors remain within physical residual bounds (|e| <= 1.25 deg C) and are jointly consistent; elevated temperature is consistent with high load rather than a sensor fault.,Physical Equilibrium Confirmed (MD=1.55),1.551,False,None,1.551,-0.111,-0.39,-0.084,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Ambient_Temperature_C
TST-0200,21.4369,Valid,19.9997,22.8741,2.8744,1.4372,24.117,34.5869,46.8979,17.3258,13.7181,12.9099,18.0751,56.9748,0.3666,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.851,False,None,1.851,-0.127,0.367,-0.082,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S2; Terminal_TempRise_Mean,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0030,16.8491,Valid,15.4119,18.2863,2.8744,1.4372,13.5262,43.7556,37.4832,20.1242,9.2662,9.7318,11.8547,34.2218,0.1018,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.621,False,None,0.621,-0.001,0.061,0.102,Ambient_Temperature_C; Applied_Voltage_kV; Sensor_S4,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0193,16.7344,Valid,15.2972,18.1716,2.8744,1.4372,16.959,35.8076,33.8845,23.1273,10.1767,10.2246,13.3281,38.3727,0.3,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.67,False,None,1.67,-0.3,0.046,-0.255,Sensor_S4,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0231,21.0224,Valid,19.5852,22.4596,2.8744,1.4372,26.4062,56.9451,25.23,48.8952,16.5783,14.9608,21.1671,50.1814,0.4223,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.669,False,None,2.669,0.403,-0.274,0.422,Sensor_S2; Terminal_TempRise_Mean; Power_Proxy_kVA; Test_Duration_min,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1
TST-0128,25.9868,Valid,24.5496,27.424,2.8744,1.4372,12.3703,73.4274,42.0744,26.5163,10.3878,11.9099,12.9155,60.4247,0.4446,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.391,False,None,2.391,0.041,0.113,0.445,Ambient_Plus_Terminal; Temp_Gradient_S2_S1; Ambient_Temperature_C; Applied_Voltage_kV,Sensor_S2; Load_Current_A; Power_Proxy_kVA
TST-0165,28.3073,Invalid,26.8701,29.7445,2.8744,1.4372,30.8349,65.6703,34.5678,45.3679,18.9534,17.6116,24.3619,55.5507,5.0,Identical duplicate operational setpoint with conflicting record,True,Duplicate Setpoint Conflict,Multiple,Critical,Test bench data acquisition logged duplicate operational setpoints with conflicting records,100.0% (Deterministic Rule),0.855,False,None,0.855,0.171,0.107,0.318,Sensor_S2; Power_Proxy_kVA; Ambient_Plus_Terminal; Terminal_TempRise_Mean,Load_Current_A; Temp_Gradient_S2_S1; Ambient_Temperature_C
TST-0074,13.6518,Valid,12.2146,15.089,2.8744,1.4372,10.9289,19.3794,31.8527,45.9698,6.8042,6.81,8.9582,28.3347,0.127,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.75,False,None,0.75,0.127,0.108,0.092,Test_Duration_min; Applied_Voltage_kV; Sensor_S4,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0004,34.5213,Valid,33.0841,35.9585,2.8744,1.4372,24.6673,84.912,37.5323,32.5136,17.0209,17.2472,21.2497,40.8955,0.2487,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.762,False,None,0.762,0.139,0.233,0.249,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Ambient_Plus_Terminal,Temp_Gradient_S3_S1; Ambient_Temperature_C
TST-0157,22.9176,Valid,21.4804,24.3548,2.8744,1.4372,9.9872,81.1528,27.0003,36.7973,9.5079,11.4049,11.0182,55.4633,0.2914,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.898,False,None,0.898,-0.121,-0.227,-0.291,Temp_Gradient_S2_S1; Load_Current_A; Applied_Voltage_kV; Test_Duration_min,Ambient_Plus_Terminal; Sensor_S2; Power_Proxy_kVA
TST-0143,27.2707,Valid,25.8335,28.7079,2.8744,1.4372,24.4719,65.1894,36.7199,41.0114,15.9927,15.4417,20.0493,73.3154,0.2911,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.932,False,None,1.932,0.291,0.173,0.15,Sensor_S2; Ambient_Plus_Terminal; Power_Proxy_kVA; Terminal_TempRise_Mean,Load_Current_A; Temp_Gradient_S2_S1; Temp_Gradient_S3_S1
TST-0179,41.1997,Valid,39.7625,42.6369,2.8744,1.4372,24.2159,97.1084,41.3515,10.1811,17.2453,17.9644,21.3823,43.4242,0.0923,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.248,False,None,1.248,-0.092,0.068,0.071,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal; Power_Proxy_kVA,Test_Duration_min; Temp_Gradient_S3_S1; Ambient_Temperature_C
TST-0075,27.4059,Valid,25.9687,28.8431,2.8744,1.4372,31.8814,72.7793,27.1264,19.4251,19.7811,18.0234,25.2823,42.5155,0.4466,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.374,False,None,2.374,0.105,-0.447,0.21,Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean; Sensor_S1,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1
TST-0233,25.1594,Valid,23.7222,26.5966,2.8744,1.4372,12.9493,82.7813,21.4069,29.0611,11.2154,12.4806,13.3434,43.3674,0.3114,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.432,False,None,1.432,0.075,-0.311,0.035,Load_Current_A; Temp_Gradient_S2_S1; Applied_Voltage_kV; Temp_Gradient_S3_S1,Ambient_Plus_Terminal; Sensor_S2; Power_Proxy_kVA
TST-0111,26.4601,Valid,25.0229,27.8973,2.8744,1.4372,18.2353,76.227,33.9991,31.7772,13.4586,14.3272,16.6867,62.4013,0.2798,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.895,False,None,0.895,0.142,0.27,0.28,Sensor_S2; Temp_Gradient_S2_S1; Terminal_TempRise_Mean; Sensor_S4,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0350,21.0442,Valid,19.607,22.4814,2.8744,1.4372,25.6796,51.0859,33.0045,58.4897,15.6784,14.5148,20.1988,46.8652,0.2141,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.764,False,None,0.764,0.174,0.029,0.214,Sensor_S2; Test_Duration_min; Terminal_TempRise_Mean; Sensor_S1,Load_Current_A; Temp_Gradient_S2_S1; Ambient_Plus_Terminal
TST-0122,16.8797,Valid,15.4425,18.3169,2.8744,1.4372,16.0738,49.4843,26.8584,37.9832,10.8373,10.8605,13.663,58.6399,0.1764,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.775,False,None,0.775,0.032,-0.176,-0.023,Test_Duration_min; Sensor_S4,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0076,21.6629,Valid,20.2257,23.1001,2.8744,1.4372,9.2602,77.5935,27.4076,41.4899,9.0114,10.8208,10.5032,51.3627,0.2577,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.823,False,None,0.823,-0.073,-0.258,-0.16,Temp_Gradient_S2_S1; Applied_Voltage_kV; Test_Duration_min,Ambient_Plus_Terminal; Sensor_S2; Power_Proxy_kVA
TST-0304,26.311,Valid,24.8738,27.7482,2.8744,1.4372,15.0824,75.5786,38.5974,35.1167,12.0187,13.2049,14.3982,56.2819,0.29,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.243,False,None,2.243,0.251,0.29,0.065,Ambient_Plus_Terminal; Temp_Gradient_S2_S1; Ambient_Temperature_C; Applied_Voltage_kV,Load_Current_A; Power_Proxy_kVA; Sensor_S2
TST-0190,29.1714,Valid,27.7342,30.6086,2.8744,1.4372,26.0148,83.3325,23.4016,17.8873,17.3557,16.8277,21.4336,39.5751,0.5169,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.961,False,None,1.961,-0.086,-0.517,-0.362,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Temp_Gradient_S2_S1; Ambient_Temperature_C
TST-0061,16.856,Valid,15.4188,18.2932,2.8744,1.4372,20.8731,23.0809,33.6259,19.2666,11.3125,10.1944,14.7893,31.9543,0.6991,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.934,False,None,1.934,-0.341,-0.251,-0.699,Sensor_S4,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0009,27.2466,Valid,25.8094,28.6838,2.8744,1.4372,22.6352,60.7804,49.0191,46.5712,15.0419,14.8591,19.0826,48.9834,0.5985,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.18,False,None,2.18,0.465,0.598,0.59,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S2; Terminal_TempRise_Mean,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0194,43.8908,Valid,42.4536,45.328,2.8744,1.4372,13.0565,105.7028,33.3095,49.241,12.3473,14.6156,14.2191,53.7745,0.2912,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.928,False,None,0.928,-0.108,-0.163,-0.291,Load_Current_A; Temp_Gradient_S2_S1; Test_Duration_min; Sensor_S2,Ambient_Plus_Terminal; Power_Proxy_kVA; Sensor_S1
TST-0156,20.2042,Invalid,18.767,21.6414,2.8744,1.4372,11.8736,41.7976,25.544,46.7768,8.384,,10.5425,51.9203,10.0,Missing readings in critical sensors: Sensor_S2,True,Missing Critical Sensor,Sensor_S2,Critical,Channel communication loss or unrecorded sensor in Sensor_S2,100.0% (Deterministic Rule),0.0,False,None,0.0,0.018,0.0,-0.044,Temp_Gradient_S2_S1; Sensor_S2; Test_Duration_min; Applied_Voltage_kV,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0088,32.6861,Valid,31.2489,34.1233,2.8744,1.4372,17.0894,87.0038,37.3459,51.495,13.634,14.6027,16.8564,,0.6588,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.401,False,None,2.401,0.274,0.024,0.659,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA; Temp_Gradient_S2_S1,Sensor_S1; Sensor_S3; Sensor_S4
TST-0256,47.7558,Valid,46.3186,49.193,2.8744,1.4372,23.31,102.7789,39.1631,51.4369,17.6458,18.7644,21.4347,39.6922,0.6982,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.777,False,None,2.777,0.431,0.698,0.43,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Ambient_Plus_Terminal,Sensor_S4
TST-0329,16.6019,Valid,15.1647,18.0391,2.8744,1.4372,13.6313,29.5193,44.3791,14.4646,8.3652,8.7434,10.9352,42.944,0.2472,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.592,False,None,1.592,-0.168,0.247,-0.182,Ambient_Plus_Terminal; Ambient_Temperature_C; Applied_Voltage_kV,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0219,42.168,Valid,40.7308,43.6052,2.8744,1.4372,29.1551,97.5592,34.1765,31.2865,19.4568,19.4446,24.088,54.79,0.444,Normal Operating Condition,True,Genuine High-Temperature Operation,None (Equipment Alert),Warning,Sensors remain within physical residual bounds (|e| <= 1.25 deg C) and are jointly consistent; elevated temperature is consistent with high load rather than a sensor fault.,Physical Equilibrium Confirmed (MD=1.12),1.124,False,None,1.124,-0.276,-0.193,-0.444,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Ambient_Plus_Terminal,Ambient_Temperature_C; Temp_Gradient_S2_S1; Applied_Voltage_kV
TST-0306,13.7838,Valid,12.3466,15.221,2.8744,1.4372,12.8871,15.6506,32.3749,33.9044,7.4983,6.9655,10.0968,53.2123,0.1467,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.796,False,None,0.796,0.087,-0.094,0.147,Test_Duration_min; Applied_Voltage_kV,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0324,22.739,Valid,21.3018,24.1762,2.8744,1.4372,31.0032,59.7405,27.9362,13.5444,18.4858,16.844,23.8479,40.0379,0.2139,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.948,False,None,0.948,-0.05,-0.214,-0.012,Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean; Sensor_S1,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1
TST-0113,21.5554,Valid,20.1182,22.9926,2.8744,1.4372,30.8443,31.8534,33.8414,50.876,16.9274,14.7272,22.4009,35.718,0.0965,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.376,False,None,0.376,0.004,0.096,0.022,Sensor_S2; Terminal_TempRise_Mean; Test_Duration_min; Sensor_S3,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0135,15.9336,Valid,14.4964,17.3708,2.8744,1.4372,20.4391,25.7204,21.2899,40.1493,11.4837,10.1027,15.255,46.2924,0.418,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.654,False,None,1.654,-0.107,-0.418,-0.083,Test_Duration_min; Applied_Voltage_kV; Sensor_S3,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0339,17.8326,Valid,16.3954,19.2698,2.8744,1.4372,22.3652,43.5561,20.7858,18.3756,13.2077,12.1147,16.811,42.9498,0.6554,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.083,False,None,2.083,-0.291,-0.588,-0.655,Terminal_TempRise_Mean; Temp_Gradient_S3_S1,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0260,22.4782,Valid,21.041,23.9154,2.8744,1.4372,18.1049,63.3375,32.2774,17.275,12.232,12.7721,15.1672,55.1224,0.5183,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.405,False,None,1.405,-0.312,-0.144,-0.518,Temp_Gradient_S2_S1; Temp_Gradient_S3_S1; Applied_Voltage_kV,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0195,27.8672,Valid,26.43,29.3044,2.8744,1.4372,29.8483,18.8305,50.0558,53.6801,16.1824,14.0365,21.8673,44.45,0.8571,Normal Operating Condition,True,Calibration Drift,Sensor_S2,Warning,Sensor_S2 shows borderline persistent bias of 0.86 deg C,99.1% (Z=2.62),2.68,False,None,2.68,0.455,0.857,0.777,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S2; Terminal_TempRise_Mean,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0286,28.3693,Valid,26.9321,29.8065,2.8744,1.4372,17.0648,82.0034,34.6536,23.1282,12.9201,14.2326,15.7212,57.3628,0.2133,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.022,False,None,1.022,-0.153,0.088,-0.213,Load_Current_A; Temp_Gradient_S2_S1; Sensor_S2; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Power_Proxy_kVA; Test_Duration_min
TST-0015,24.8244,Valid,23.3872,26.2616,2.8744,1.4372,11.405,66.0899,45.9286,50.3873,9.481,11.1675,11.7411,64.8892,0.328,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.712,False,None,1.712,0.001,0.328,0.258,Ambient_Plus_Terminal; Temp_Gradient_S2_S1; Ambient_Temperature_C; Test_Duration_min,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0263,19.389,Valid,17.9518,20.8262,2.8744,1.4372,29.6617,27.077,20.1209,52.7251,16.3576,13.4695,21.2343,53.7154,0.3471,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),3.363,False,None,3.363,0.265,-0.347,-0.142,Sensor_S2; Terminal_TempRise_Mean; Test_Duration_min; Sensor_S3,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0147,24.5595,Valid,23.1223,25.9967,2.8744,1.4372,22.6962,68.4764,29.8157,26.9738,14.6523,14.5714,18.3577,68.4575,0.5547,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.478,False,None,1.478,-0.378,-0.365,-0.555,Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean; Applied_Voltage_kV,Load_Current_A; Ambient_Plus_Terminal; Ambient_Temperature_C
TST-0002,25.049,Invalid,23.6118,26.4862,2.8744,1.4372,25.4239,69.5318,23.8914,14.9142,24.6135,15.251,20.1983,51.193,8.2157,Sensor_S1 physical deviation (8.22 deg C > threshold 1.25),True,Sensor Spike,Sensor_S1,Critical,Sensor_S1 registered abrupt positive spike of 8.22 deg C above thermodynamic expectation,"100.0% (Z=31.38, residual=8.22 C)",77.829,True,Sensor_S1,77.829,8.216,-0.716,-0.532,Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean; Sensor_S1,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1
TST-0114,45.7211,Valid,44.2839,47.1583,2.8744,1.4372,15.6047,106.5961,31.6157,26.4638,13.6012,15.7124,16.1225,42.5436,0.1262,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.745,False,None,0.745,-0.126,-0.021,-0.082,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1; Sensor_S2,Ambient_Plus_Terminal; Ambient_Temperature_C; Test_Duration_min
TST-0271,25.3783,Invalid,23.9411,26.8155,2.8744,1.4372,15.1912,78.3458,45.377,35.8035,12.0511,1.0,14.6933,43.5358,12.1878,Sensor_S2 physical deviation (12.19 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S2,Critical,Sensor_S2 registered negative drop of 12.19 deg C below expectation (potential loose thermocouple),"100.0% (Z=37.30, residual=12.19 C)",50.842,True,Sensor_S2,50.842,0.079,-12.188,0.153,Load_Current_A; Ambient_Plus_Terminal; Ambient_Temperature_C; Applied_Voltage_kV,Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean
TST-0223,21.7194,Valid,20.2822,23.1566,2.8744,1.4372,20.4321,62.9359,24.8419,55.5698,14.1321,13.6681,17.5949,34.9678,0.4936,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.624,False,None,2.624,0.494,-0.016,0.422,Test_Duration_min; Terminal_TempRise_Mean; Sensor_S2; Sensor_S3,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0344,16.309,Valid,14.8718,17.7462,2.8744,1.4372,12.5832,56.2117,28.6047,13.518,9.1881,9.962,11.3407,52.5532,0.4435,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.508,False,None,1.508,-0.313,-0.443,-0.417,Temp_Gradient_S2_S1; Applied_Voltage_kV; Sensor_S4,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0183,31.0056,Valid,29.5684,32.4428,2.8744,1.4372,26.3871,78.5998,38.4607,36.6896,17.1497,17.146,21.6387,69.9218,0.2101,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.292,False,None,1.292,-0.21,0.076,-0.164,Sensor_S2; Power_Proxy_kVA; Ambient_Plus_Terminal; Terminal_TempRise_Mean,Temp_Gradient_S2_S1; Temp_Gradient_S3_S1; Sensor_S4
TST-0327,33.1351,Valid,31.6979,34.5723,2.8744,1.4372,8.7743,90.4047,39.4791,32.0947,9.7365,12.2774,11.183,53.9155,0.2766,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.041,False,None,1.041,0.18,0.277,0.202,Load_Current_A; Temp_Gradient_S2_S1; Applied_Voltage_kV; Ambient_Temperature_C,Sensor_S2; Power_Proxy_kVA; Ambient_Plus_Terminal
TST-0250,20.5022,Invalid,19.065,21.9394,2.8744,1.4372,30.1239,18.4346,37.7424,16.7393,8.0752,13.014,20.6546,57.0125,7.7627,Sensor_S1 physical deviation (7.76 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S1,Critical,Sensor_S1 registered negative drop of 7.76 deg C below expectation (potential loose thermocouple),"100.0% (Z=29.65, residual=7.76 C)",67.634,True,Sensor_S1,67.634,-7.763,-0.227,-0.594,Temp_Gradient_S2_S1; Sensor_S2; Sensor_S3; Temp_Gradient_S3_S1,Load_Current_A; Power_Proxy_kVA; Ambient_Plus_Terminal
TST-0185,38.3471,Valid,36.9099,39.7843,2.8744,1.4372,17.9104,96.8103,36.0477,20.0018,14.0273,15.6357,16.8933,47.4646,0.3205,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.158,False,None,1.158,-0.268,-0.061,-0.321,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1; Sensor_S2,Test_Duration_min; Sensor_S4; Sensor_S1
